197;18;21
191;18;21
191;18;21
197;19;51
194;18;51
200;18;51
203;18;111
199;18;111
198;18;111
207;18;231
209;18;231
210;18;231
221;19;471
224;19;471
218;19;471
240;20;951
239;20;951
241;20;951
277;22;1911
276;22;1911
275;22;1911
311;24;3831
309;24;3831
306;24;3831
355;30;7671
387;30;7671
350;30;7671
429;32;15351
429;32;15351
432;32;15351
576;36;30711
575;36;30711
577;36;30711
833;38;61431
853;38;61431
840;38;61431
1268;38;122871
1269;65;122871
1264;38;122871
1766;69;245751
1757;69;245751
1748;69;245751
2448;134;491511
2442;134;491511
2443;134;491511
3738;134;983031
3763;134;983031
3727;134;983031
6337;134;1966071
6363;134;1966071
6354;134;1966071
11729;134;3932151
11773;134;3932151
11943;134;3932151
22712;134;7864311
22794;134;7864311
22212;134;7864311
43092;134;15728631
42896;134;15728631
43794;134;15728631
84592;134;31457271
85321;203;31457271
85231;178;31457271
169680;202;62914551
