0;0
0;0
0;0
1;0
0;0
1;0
0;0
1;0
1;0
0;0
0;0
0;0
0;0
0;0
0;0
1;0
0;0
0;0
1;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
1;0
0;0
1;0
0;0
1;0
1;0
1;0
1;0
1;0
1;0
1;0
1;0
0;0
1;1
1;1
2;1
3;2
2;2
2;2
6;3
6;3
5;3
11;7
11;7
11;7
23;16
22;16
23;16
46;23
45;23
46;23
92;23
93;23
92;23
192;23
189;23
188;23
388;34
389;31
389;27
793;28
791;25
789;23
1617;31
1623;35
1662;33
3428;34
3331;28
3308;34
6714;35
6770;37
6693;38
13691;35
13648;38
13597;35
27613;43
27643;42
27700;42
56466;45
56732;44
56255;44
114931;48
115029;48
114950;61
234774;64
