255;7;24
268;7;24
254;7;24
303;9;44
309;9;44
300;9;44
305;9;84
304;9;84
303;9;84
310;9;164
309;9;164
313;9;164
318;11;324
325;10;324
320;11;324
338;12;644
332;12;644
338;11;644
355;13;1284
356;13;1284
357;14;1284
399;18;2564
400;17;2564
393;18;2564
475;25;5124
477;25;5124
479;25;5124
618;38;10244
618;38;10244
617;38;10244
829;38;20484
829;38;20484
824;43;20484
1111;69;40964
1106;70;40964
1108;68;40964
1546;69;81924
1548;69;81924
1549;69;81924
2169;70;163844
2162;134;163844
2181;134;163844
2779;68;327684
2770;134;327684
2751;134;327684
3775;134;655364
3813;264;655364
3791;264;655364
5902;130;1310724
5856;134;1310724
5893;130;1310724
10123;130;2621444
10148;130;2621444
10084;134;2621444
18882;134;5242884
18811;134;5242884
18753;264;5242884
36317;134;10485764
35949;134;10485764
36411;134;10485764
72966;254;20971524
72382;264;20971524
72493;264;20971524
145338;147;41943044
