0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
1;0
1;0
0;0
0;0
0;0
0;0
1;0
0;0
0;0
0;0
0;0
0;0
0;0
1;0
0;0
1;0
1;0
1;0
2;0
2;0
1;0
2;0
2;0
1;0
2;0
2;0
3;0
3;0
4;0
2;0
5;0
4;0
4;0
10;0
10;0
10;0
22;0
21;0
21;0
44;0
43;0
45;0
93;0
93;0
95;0
200;0
194;0
196;0
411;0
413;0
410;0
864;0
866;0
865;0
1809;0
1813;0
1811;0
3791;0
3792;0
3823;0
8320;0
8830;0
8386;0
17196;0
16992;0
17068;0
35558;0
35382;0
35751;0
73546;0
73577;0
73074;0
152105;0
