0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
1;0
0;0
1;0
0;0
1;0
0;0
0;0
1;0
1;0
1;0
1;0
0;0
0;0
0;0
1;0
1;0
1;0
1;0
1;0
3;0
3;0
3;0
6;0
5;0
6;0
11;0
11;0
11;0
24;0
24;0
24;0
53;0
54;0
55;0
116;0
115;0
117;0
239;0
240;0
241;0
503;0
485;0
488;0
1004;0
1000;0
1000;0
2058;0
2065;0
2051;0
4212;0
4206;0
4201;0
8640;0
8661;0
8695;0
17808;0
17867;0
18334;0
38123;0
37279;0
37017;0
74916;0
76098;0
75739;0
154763;0
