0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
1;0
0;0
1;0
1;0
1;0
1;0
1;0
1;0
1;0
2;0
2;0
2;0
1;0
1;0
1;0
1;0
1;0
1;0
1;0
2;0
1;0
4;0
3;0
4;0
7;0
7;0
6;0
15;0
13;0
14;0
31;0
28;0
30;0
61;0
59;0
59;0
123;0
123;0
119;0
242;0
242;0
243;0
499;0
499;0
502;0
1031;0
1041;0
1032;0
2124;0
2153;0
2134;0
4476;0
4464;0
4426;0
9152;0
9034;0
9022;0
18467;0
18432;0
18434;0
38508;0
38530;0
38478;0
78583;0
78475;0
78472;0
161714;0
