351;0;27;53
366;0;27;53
368;0;27;53
352;0;27;78
359;0;27;78
359;0;27;78
361;2;27;132
356;2;27;132
452;2;27;132
367;6;28;240
365;6;28;240
371;6;28;240
387;14;29;456
380;14;29;456
395;14;29;456
403;30;31;888
408;30;31;888
415;30;30;888
423;62;35;1752
435;62;35;1752
421;62;35;1752
440;126;43;3480
446;126;43;3480
449;126;43;3480
500;254;49;6936
497;254;49;6936
485;254;49;6936
591;510;67;13848
603;510;66;13848
583;510;67;13848
765;1022;90;27672
768;1022;90;27672
773;1022;90;27672
1281;2046;162;55320
1296;2046;162;55320
1267;2046;162;55320
1951;4094;227;110616
1900;4094;227;110616
1883;4094;227;110616
2534;8190;438;221208
2580;8190;438;221208
2647;8190;429;221208
4350;16382;713;442392
4236;16382;617;442392
4435;16382;710;442392
8017;32766;1195;884760
8536;32766;1146;884760
7648;32766;1239;884760
18987;65534;2096;1769496
14858;65534;2100;1769496
16400;65534;2087;1769496
34449;131070;3937;3538968
36619;131070;4013;3538968
33554;131070;3881;3538968
