0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
1;0;0;0
0;0;0;0
1;0;0;0
1;0;0;0
2;0;0;0
1;0;0;0
3;0;0;0
2;0;0;0
4;0;0;0
3;0;0;0
7;0;0;0
7;0;0;0
13;0;0;0
14;0;0;0
28;0;0;0
30;0;0;0
59;0;0;0
57;0;0;0
118;0;0;0
119;0;0;0
251;0;0;0
250;0;0;0
504;0;0;0
498;0;0;0
1035;0;0;0
1105;0;0;0
2137;0;0;0
2102;0;0;0
4300;0;0;0
4286;0;0;0
8803;0;0;0
8831;0;0;0
18121;0;0;0
18359;0;0;0
