6;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
1;0;0;0
1;0;0;0
0;0;0;0
1;0;0;0
1;0;0;0
0;0;0;0
1;0;0;0
1;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
2;0;0;0
1;0;0;0
1;0;0;0
2;0;0;0
2;0;0;0
3;0;0;0
5;0;0;0
5;0;0;0
5;0;0;0
11;0;0;0
10;0;0;0
10;0;0;0
22;0;0;0
22;0;0;0
22;0;0;0
45;0;0;0
46;0;0;0
45;0;0;0
85;0;0;0
86;0;0;0
85;0;0;0
178;0;0;0
178;0;0;0
179;0;0;0
363;0;0;0
365;0;0;0
364;0;0;0
738;0;0;0
733;0;0;0
734;0;0;0
1388;0;0;0
1579;0;0;0
1387;0;0;0
2911;0;0;0
2936;0;0;0
2948;0;0;0
5815;0;0;0
5857;0;0;0
5851;0;0;0
11024;0;0;0
11025;0;0;0
11034;0;0;0
22051;0;0;0
22043;0;0;0
22036;0;0;0
